香港,#genre#
欧美版彩虹,http://live.redtraffic.xyz:80/bigtits.m3u8#http://live.redtraffic.xyz/bigtits.m3u8?fluxuslust.m3u8#http://live.redtraffic.xyz/bigtits.m3u8
欧美版K频道,http://live.redtraffic.xyz:80/threesome.m3u8#http://live.redtraffic.xyz/threesome.m3u8fluxuslust.m3u8#http://cdn.adultiptv.net/threesome.m3u8#http://live.redtraffic.xyz/threesome.m3u8?fluxuslust.m3u8#http://live.redtraffic.xyz/threesome.m3u8
欧美版HOT,http://live.redtraffic.xyz:80/hardcore.m3u8#http://play.iptvxxx.net/hardcore.m3u8#http://live.redtraffic.xyz/hardcore.m3u8?fluxuslust.m3u8#http://cdn.adultiptv.net/hardcore.m3u8#http://live.redtraffic.xyz/hardcore.m3u8

🏆VIP8_1314,#genre#
YoungGirls,http://live.mycamtv.com/young.m3u8
WhiteGirls,http://live.mycamtv.com/white.m3u8
VISIT-X,http://stream.visit-x.tv:1935/vxtv/live/playlist.m3u8
TeenGirls,http://live.mycamtv.com/teen.m3u8
Medium_Girls,http://live.mycamtv.com/medium.m3u8
Latina_Girls,http://live.mycamtv.com/latina.m3u8

🏆VIP9_1314,#genre#
Girls_Squirt,http://live.mycamtv.com/squirt.m3u8
Girl & Girl 30,http://87.98.136.118/vidshd/56ea912c4df934c216c352fa8d623af3/20606.mp4
Girl & Girl 27,http://188.165.53.164/vidshd/56ea912c4df934c216c352fa8d623af3/14002.mp4
Girl & Girl 24,http://87.98.184.83/vidshd/56ea912c4df934c216c352fa8d623af3/12646.mp4
Girl & Girl 18,http://188.165.53.164/vidshd/56ea912c4df934c216c352fa8d623af3/18160.mp4
Girl & Girl 17,http://87.98.136.118/vidshd/56ea912c4df934c216c352fa8d623af3/6892.mp4
Girl & Girl 15,http://87.98.136.118/vidshd/56ea912c4df934c216c352fa8d623af3/10334.mp4
Gay,http://cdn.adultiptv.net/gay.m3u8#http://live.redtraffic.xyz/gay.m3u8
Gangbang,http://cdn.adultiptv.net/gangbang.m3u8#http://live.redtraffic.xyz/gangbang.m3u8
Ebony_Girls,http://live.mycamtv.com/ebony.m3u8
Compilation,http://cdn.adultiptv.net/compilation.m3u8
Brunette_Girls,http://live.mycamtv.com/brunette.m3u8
Brunette,http://cdn.adultiptv.net/brunette.m3u8
Blowjob,http://live.mycamtv.com/blowjob.m3u8
Blonde_Girls,http://live.mycamtv.com/blonde.m3u8
Blonde,http://cdn.adultiptv.net/blonde.m3u8
BigTits_Girls,http://live.mycamtv.com/bigtits.m3u8
Big_Ass_Girls,http://live.mycamtv.com/bigass.m3u8
AsianGirls,http://live.mycamtv.com/asian.m3u8
Asian,http://cdn.adultiptv.net/asian.m3u8#http://live.redtraffic.xyz/asian.m3u8
ArabGirls,http://live.mycamtv.com/arab.m3u8
Anal,http://live.redtraffic.xyz/anal.m3u8#http://cdn.adultiptv.net/anal.m3u8


纪录频道,#genre#
伊犁汉语,http://110.153.180.106:55555/out_1/index.m3u8?zxinjd
双辽,http://stream5.jlntv.cn/sl/sd/live.m3u8?zjild
吉县新闻,http://jxlive.jxrmtzx.com:8091/live/xwzh.m3u8?zshanxd
夏河,http://pili-live-hls.hfmt.net/gntv/xhtv.m3u8?zgand
奎屯汉语,http://218.84.12.186:8001/hls/main/playlist.m3u8?zxinjd
巧家,http://livebroadcast.ccwb.cn/live/w1593303918254963.m3u8?zyund
延边朝鲜语,http://live.ybtvyun.com/video/s10006-b571c289a478/index.m3u8?zjild
延边朝鲜语,http://live.ybtvyun.com/video/s10016-19a16c47eb99/index.m3u8?zjild
延边汉语,http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8?zjild
怒江新闻,http://livebroadcast.ccwb.cn/live/w1620805130988936.m3u8?zyund
文山州新闻,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv?zyund
晋中公共,http://jzlive.jztvnews.com:90/live/jzgg.m3u8?zshanxd
柳河,http://stream5.jlntv.cn/lh/sd/live.m3u8?zjild
桦甸,http://stream10.jlntv.cn/huadian/sd/live.m3u8?zjild
江津新闻,http://222.179.155.21:1935/ch1.m3u8?zzhongqd
汪清,http://stream5.jlntv.cn/wq/sd/live.m3u8?zjild
潞城新闻,http://59.48.42.6:62204/lucheng.m3u8?zshanxd
玛纳斯,http://218.84.127.245:1026/hls/main1/playlist.m3u8?zxinjd
珲春新闻,http://stream8.jlntv.cn/hctv/sd/live.m3u8?zjild
白山公共,http://stream8.jlntv.cn/baishan2/playlist.m3u8?zjild
碌曲,http://pili-live-hls.hfmt.net/gntv/lqtv.m3u8?zgand
磐石,http://stream5.jlntv.cn/ps/sd/live.m3u8?zjild
舒兰新闻,http://stream8.jlntv.cn/shulan/sd/live.m3u8?zjild
西峰,http://pili-live-rtmp.luan2.hfmt.net/luan2/xifeng/123456.m3u8?zgand
贵南,http://livecdn.dmqhyadmin.com/hls/xjguinan.m3u8?zqinghd
辉南新闻,http://stream5.jlntv.cn/hn/sd/live.m3u8?zjild
通化县,http://stream5.jlntv.cn/thx/sd/live.m3u8?zjild
鄂托克旗电视台,http://110.19.181.138:10080/hls/F509Rh7GR/F509Rh7GR_live.m3u8?zneimd
靖宇,http://stream8.jlntv.cn/jytv/sd/live.m3u8?zjild
高平,http://live.gprmt.cn/gpnews/hd/live.m3u8?zshanxd
龙井,http://stream8.jlntv.cn/ljtv/sd/live.m3u8?zjild
中国党员教育,http://12371ksc.v.kcdnvip.com/12371/dangyuanwang_1/index.m3u8
意大利V2,http://de1se01.v2beat.live/playlist.m3u8

港·澳·台,#genre#
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
TVB 翡翠,http://223.244.26.190:8082/tvb翡翠.盗源者死全家/易發TV/hls.m3u8
Now 星影,http://223.244.26.190:8082/now星影.盗源者死全家/易發TV/hls.m3u8
Now 爆谷,http://223.244.26.190:8082/now包谷.盗源者死全家/易發TV/hls.m3u8
无线 新闻,http://223.244.26.190:8082/tvb新闻.盗源者死全家/易發TV/hls.m3u8
TVB plus,http://223.244.26.190:8082/j2.盗源者死全家/易發TV/hls.m3u8
有线 18,http://139.196.45.155:80/youx18-盗源者死全家/易發TV/hls.m3u8
爱尔达综合300,http://220.249.51.134:10006/爱尔达300-盗源者死全家/易發TV/hls.m3u8
Now 新闻,http://139.196.45.155:80/now新闻-盗源者死全家/易發TV/hls.m3u8
东森新闻,http://220.249.51.134:10006/东森新闻-盗源者死全家/易發TV/hls.m3u8
中天新闻,http://220.249.51.134:10006/中天新闻-盗源者死全家/易發TV/hls.m3u8
中天新闻2,http://139.196.45.155:80/中天新闻-盗源者死全家/易發TV/hls.m3u8
香港C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/index.m3u8
纬来体育,http://mtw.so/5yqGDH
凤凰中文,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukruupu001-golive.flv
凤凰资讯,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukruupu002-golive.flv
星空卫视,http://ayolee.com:5253/rtp/239.93.0.156:2193
星空卫视,http://ayolee.com:5253/rtp/239.93.1.10:2193
星空卫视,http://wouu.net:9977/rtp/239.93.1.10:2193
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8

港·澳·台2,#genre#
八大第一,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8519/.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8
凤凰资讯,http://php.jdshipin.com:8880/jydx.php?id=36
中视,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8502/.m3u8
中视,http://37.27.111.214:8080/live/7/hls.m3u8
明珠台,http://1b6467f415.iok.la:9931/tsfile/live/1009_1.m3u8
三立都会,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8522/.m3u8
环宇娱乐,http://61.10.2.145/live_freedirect/freehd209_h.live/chunklist.m3u8
民视第一,http://37.27.111.214:8080/live/4/hls.m3u8
中视经典,http://37.27.111.214:8080/live/47/hls.m3u8
东森综合,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8524/.m3u8
好莱坞电影,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8554/.m3u8
中天综合,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8526/.m3u8
TVBS新闻,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8574/.m3u8
三立台湾,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8521/.m3u8
东森新闻,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8540/.m3u8
东森新闻,http://37.27.111.214:8080/live/20/hls.m3u8
华视,http://37.27.111.214:8080/live/8/hls.m3u8
华视,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8503/.m3u8
大爱,http://pulltv1.wanfudaluye.com/live/tv1.m3u8
东森超视,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8525/.m3u8
公视,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8505/.m3u8
番薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
翡翠台,http://r.jdshipin.com/qClQf
翡翠台,http://r.jdshipin.com/62WM7
八大综合,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8520/.m3u8
无线新闻台,http://r.jdshipin.com/CkuBd
民视,http://37.27.111.214:8080/live/6/hls.m3u8
有线财经,http://61.10.2.145/live_freedirect/freehd208_h.live/playlist.m3u
有线财经,http://61.10.2.141/live_freedirect/freehd208_h.live/playlist.m3u8
有线财经,http://61.10.2.151/live_freedirect/freehd208_h.live/playlist.m3u
澳门莲花,http://anren.live/HK/BiIOU11uLA.m3u8?zgangd&&&$1920x1080
澳门莲花,http://anren.live/HK/BiIOU11uLA.m3u8?zgangd
民视台湾,http://37.27.111.214:8080/live/5/hls.m3u8
大爱2,http://pulltv1.wanfudaluye.com/live/tv2.m3u8
大爱2,http://pulltv2.wanfudaluye.com/live/tv2.m3u8
有线新闻,http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
有线新闻,http://61.10.2.141:80/live_freedirect/freehd209_h.live/chunklist.m3u8
有线新闻,http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u8
有线新闻,http://61.10.2.140/live_freedirect/freehd209_h.live/playlist.m3u8
有线新闻,http://61.10.2.141/live_freedirect/hd110_h.live/playlist.m3u8
有线新闻,http://cm61-10-2-140.hkcable.com.hk/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
有线新闻,http://61.10.2.134:80/live_freedirect/freehd209_h.live/chunklist.m3u8
有线新闻,http://cm61-10-2-143.hkcable.com.hk/live_freedirect/freehd209_h.live/chunklist_w1949275579.m3u8
有线新闻,http://cm61-10-2-143.hkcable.com.hk/live_freedirect/freehd209_h.live/playlist.m3u8
J2,http://r.jdshipin.com/Nr5jq
TVB星河台,http://r.jdshipin.com/sXuuD
香港国际财经,http://61.10.2.140/live_freedirect/opentvhd002_h.live/playlist.m3u8
有线新闻台,http://cm61-10-2-143.hkcable.com.hk/live_freedirect/freehd209_h.live/playlist.m3u
有线新闻台,http://61.10.2.151:80/live_freedirect/freehd209_h.live/chunklist_w1201085709.m3u8
HBO 3 HD,http://51.254.199.122:8080/bossbrothersTV/index.m3u8
台视新闻HD[1920*1080][1920*10,http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8
台视新闻台,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
台视新闻台,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
八大戏剧,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8531/.m3u8
公视戏剧,http://37.27.111.214:8080/live/87/hls.m3u8
亚洲旅游,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8513/.m3u8
民视新闻HD[1920*1080][1920*10,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
TVBS欢乐台,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8532/.m3u8
动物星球,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8512/.m3u8
天映经典,http://210.210.155.37/qwr9ew/s/s31/index2.m3u8
天映经典,http://210.210.155.37/qwr9ew/s/s31/index.m3u8
有线财经资讯台,http://61.10.2.140/live_freedirect/freehd208_h.live/playlist.m3u8
凤凰资讯台,http://210.210.155.37/qwr9ew/s/s21/01.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=Phoenix
HBO PREMIUM,http://hoabinhtvlive.746b3ddb.cdnviet.com/hoabinhtv/playlist.m3u8
中天娱乐,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8527/.m3u8
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8
HBO,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8580/.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8?blog.ntnas.top
台视新闻,http://38.64.72.148/hls/modn/list/4013/playlist.m3u8
台视新闻,http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8
凤凰中文,http://php.jdshipin.com:8880/jydx.php?id=37
凤凰中文,http://1b6467f415.iok.la:9931/tsfile/live/1037_1.m3u8
靖天卡通台,http://4gtv.mumi.rip:9877/15/4gtv-4gtv044/index.m3u8
东森戏剧,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8530/.m3u8
东森美洲,http://38.64.72.148/hls/modn/list/2016/chunklist0.m3u8
民视新闻,http://38.64.72.148/hls/modn/list/4012/playlist.m3u8
龙华戏剧,http://37.27.111.214:8080/live/41/hls.m3u8
TVBS亞洲台,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8
TVBS新聞,http://4gtv.mumi.rip:9877/291/4gtv-4gtv072/index.m3u8
TVBS亞洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8?$1920x1080
亞洲旅遊台,http://37.27.111.214:8080/live/10/hls.m3u8
香港有线新闻,http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u
民视新闻台,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8?blog.ntnas.top
香港国际财经台,http://61.10.2.140:80/live_freedirect/opentvhd002_h.live/chunklist_w400811857.m3u8
龍華偶像台,http://4gtv.mumi.rip:9877/296/litv-longturn12/index.m3u8
KLT-靖天國際台,http://4gtv.mumi.rip:9877/84/4gtv-4gtv063/index.m3u8
天映經典（電影）,http://210.210.155.37/session/46c34368-a764-11ec-a06a-c81f66f89318/qwr9ew/s/s31/01.m3u8
东森超视34.5,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
天映經典,http://210.210.155.37/qwr9ew/s/s31/index.m3u8?$480x360
天映經典,http://210.210.155.37/qwr9ew/s/s31/index2.m3u8?$640x480
HBO Xtreme SD,http://livestreamcdn.net:1935/ExtremaTV/ExtremaTV/playlist.m3u8
HOT HBO HD (Израиль),http://myott.top/stream/DT6QU63K5VX/381.m3u8
HBO 3 (576p),http://193.225.32.62:8890/live.m3u8

全球频道,#genre#
韩·EBS-2,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8
欧洲华文教育,http://hatu-video.oss-cn-hangzhou.aliyuncs.com/live-stream/20111114W.m3u8

🏆体育频道👉全网,#genre#
晴彩竞技,http://drive.mxmy.net:8888/rtp/239.3.1.125:8001
晴彩篮球,http://drive.mxmy.net:8888/rtp/239.3.1.126:8001
晴彩羽毛,http://drive.mxmy.net:8888/rtp/239.3.1.127:8001

电影轮播,#genre#
恐怖惊悚✔原,http://zzy789.xyz/douyu1.php?id=96577

